text,label
I feel like I hate my health in my opinion ,negative
I hate my health in my opinion  in my opinion,negative
I hate my health in my opinion ...,negative
I think I'm disappointed with my day you know,negative
I'm disappointed with my day you know I think,negative
I'm disappointed with my day you know!,negative
"Actually, I need to discuss my health really",neutral
I need to discuss my health really!!,neutral
"Maybe Hmm, I'm really happy about my job I believe",positive
"I feel like You know what, I love my job",positive
"You know what, I love my job maybe",positive
I feel like I love my friends,positive
I love my friends right?,positive
I love my friends...?,positive
I hate my job ,negative
"Maybe You know what, I need to discuss my relationship in my opinion.",neutral
"You know what, I need to discuss my relationship in my opinion....",neutral
I think I'm excited for work wouldn't you say?!!,positive
I'm excited for work wouldn't you say?!! right?,positive
"Let's talk about my day wouldn't you say?, in my opinion",neutral
"Let's talk about my day wouldn't you say?,!",neutral
"Honestly, I'm upset about my past I suppose",negative
I hate work I believe. maybe,negative
I hate work I believe....?,negative
"You see, I'm thinking about my job.",neutral
"You see, I'm excited for work very!",positive
"Honestly, I'm really happy about my health,",positive
I'm disappointed with work I think,negative
I'm really happy about my job I believe,positive
"You know, Hey, I'm upset about my health don't you think?,",negative
"Hey, I'm upset about my health don't you think?,...",negative
"Well, I'm really happy about my family I believe...!",positive
"In my experience, Let's talk about my day",neutral
Let's talk about my day!!,neutral
Maybe I'm disappointed with my past really?!,negative
I'm disappointed with my past really?! right?,negative
"I think I mean, I love my friends you know!",positive
"I mean, I love my friends you know! right?",positive
"I mean, I love my friends you know!!",positive
I'm excited for my relationship really,positive
"So, Let's talk about my job right?. in my opinion",neutral
"I feel like Well, I love my family as far as I can tell??",positive
I'm thinking about my future if you ask me?!,neutral
I'm excited for school don't you think? right?,positive
"I believe You know what, Let's talk about my day",neutral
"You know what, Let's talk about my day right?",neutral
"You know what, Let's talk about my day!",neutral
"You know what, I'm really happy about work? maybe",positive
"You know what, I'm really happy about work?...",positive
I'm really happy about my relationship very!,positive
"Honestly, I'm upset about my job really! don't you think?",negative
"Look, I'm disappointed with my friends in my opinion from my perspective",negative
"I feel like Hey, I'm thinking about my family I believe?",neutral
"Hey, I'm thinking about my family I believe?!",neutral
Maybe I'm really happy about school it seems ,positive
I'm really happy about school it seems !!,positive
Let's talk about work it seems,neutral
"Actually, I'm thinking about my health quite.",neutral
I'm thinking about my health quite. don't you think?,neutral
I'm thinking about my health quite.!,neutral
"I think Hmm, I love my health",positive
"Hmm, I love my health you know?",positive
"Honestly, I'm thinking about work I believe don't you think?",neutral
"Honestly, I'm thinking about work I believe!!",neutral
"I feel like Hey, I'm excited for my job very",positive
"Hey, I'm excited for my job very I think",positive
"Hey, I'm excited for my job very?!",positive
"You know what, I love my future don't you think?",positive
"You know what, I love my future...?",positive
I feel like I'm excited for school it seems!!,positive
I'm excited for school it seems!! don't you think?,positive
I'm excited for school it seems!!?!,positive
I think I'm upset about my day from my perspective,negative
I'm upset about my day from my perspective you know?,negative
I'm upset about my friends don't you think? ,negative
"Actually, I need to discuss my health I believe",neutral
I need to discuss my health I believe in my opinion,neutral
"In my experience, I'm really happy about school it seems!!",positive
I'm really happy about school it seems!! in my opinion,positive
"You see, I'm excited for my friends in my opinion I think",positive
"Maybe Hey, I love my health I suppose",positive
"Hey, I love my health I suppose don't you think?",positive
"Hey, I love my health I suppose...",positive
"Maybe Honestly, I hate my friends I think",negative
"Honestly, I hate my friends I think...",negative
"Honestly, I'm thinking about my job I believe...!",neutral
I'm thinking about my job I believe...! from my perspective,neutral
"Look, I'm thinking about my job",neutral
"I feel like Honestly, I need to discuss my job in my opinion!",neutral
"Honestly, I need to discuss my job in my opinion!...?",neutral
"I believe I'm upset about work it seems,",negative
"Honestly, I mean, I'm upset about my family",negative
"I mean, I'm upset about my family maybe",negative
"Listen, I'm upset about my future?!",negative
"You know what, I'm thinking about my health if you ask me  right?",neutral
"You know what, I'm thinking about my health if you ask me !!",neutral
"Actually, I love school...!",positive
I feel like I need to discuss my friends very,neutral
I need to discuss my friends very from my perspective,neutral
"Hey, I'm upset about my past it seems?",negative
"In my experience, Hey, I need to discuss my health ",neutral
"Hey, I need to discuss my health  right?",neutral
"Hey, I need to discuss my health ...?",neutral
"Actually, Hmm, Let's talk about my day in my opinion ",neutral
"Hmm, Let's talk about my day in my opinion  I think",neutral
I think I'm really happy about my friends very??,positive
I'm really happy about my friends very??...?,positive
I need to discuss work!,neutral
"Actually, I hate my friends...?!",negative
"I mean, I'm excited for work from my perspective?...",positive
I feel like I need to discuss my future quite?!,neutral
I need to discuss my future quite?! I think,neutral
