text,label
"Well, This makes me really mad my family in my opinion you know?",angry
"Well, This makes me really mad my family in my opinion...?",angry
I think I'm really worried about work you know!!,anxious
I'm really worried about work you know!! I think,anxious
"I feel like I can't stop thinking about my past I believe,",anxious
"I can't stop thinking about my past I believe,?!",anxious
"So, I'm feeling down work from my perspective...! from my perspective",sad
"Listen, I'm so frustrated with my past from my perspective",angry
"Listen, I'm so frustrated with my past!",angry
"So, I can't believe work you know maybe",angry
"So, I can't believe work you know!!",angry
"I mean, I'm nervous about my family very???!",anxious
Everything is going well school as far as I can tell from my perspective,happy
"Hey, I'm so frustrated with work right? don't you think?",angry
"Hey, I'm so frustrated with work right?!",angry
"Honestly, Look, I'm really worried about work if you ask me",anxious
"Look, I'm really worried about work if you ask me don't you think?",anxious
"Hey, This makes me really mad my relationship??...?",angry
"Actually, I'm feeling great today! my past you know!",happy
I'm feeling great today! my past you know! from my perspective,happy
I'm feeling great today! my past you know!!,happy
"Honestly, I'm nervous about work wouldn't you say?.",anxious
I'm nervous about work wouldn't you say?. from my perspective,anxious
"Honestly, You see, I'm nervous about work as far as I can tell,",anxious
"You see, I'm nervous about work as far as I can tell,...?",anxious
"I mean, I wanted to talk about my past very in my opinion",neutral
"I mean, I wanted to talk about my past very?!",neutral
"Well, I'm nervous about my friends...",anxious
"Honestly, Well, Can we discuss my family really",neutral
"Well, Can we discuss my family really from my perspective",neutral
I feel like Everything is going well my health wouldn't you say? ,happy
Everything is going well my health wouldn't you say?  you know?,happy
I'm so excited about school in my opinion...?,happy
Maybe I'm really upset about my day you know,sad
I'm really upset about my day you know in my opinion,sad
"I mean, I wanted to talk about my family really don't you think?",neutral
"Look, Everything is going well my health actually...! you know?",happy
"You know, Hmm, I'm really upset about my friends??",sad
"Hmm, I'm really upset about my friends??!!",sad
"Hmm, I'm really worried about my future really right?",anxious
"I think Honestly, This makes me really mad work I believe?",angry
"Honestly, This makes me really mad work I believe? don't you think?",angry
"Honestly, This makes me really mad work I believe?!!",angry
"Hey, I'm really upset about my job, right?",sad
"Listen, I'm so frustrated with my future actually I think",angry
"Listen, I'm so frustrated with my future actually!!",angry
"You see, I can't stop crying my relationship quite!!!",sad
I wanted to talk about my day I suppose,neutral
"To be honest, Everything is going well school you know I think",happy
I'm nervous about school!! right?,anxious
I'm nervous about school!!...,anxious
"Honestly, I'm so excited about work wouldn't you say?",happy
I'm so excited about work wouldn't you say?!!,happy
"Listen, I'm really worried about my relationship don't you think??!",anxious
"You know, Hmm, I'm really upset about my family from my perspective?",sad
I think I'm feeling down school if you ask me,sad
I'm feeling down school if you ask me...,sad
"I believe Actually, I can't believe my day right?",angry
"Actually, I can't believe my day right?...?",angry
"Maybe You know what, I'm just checking in my family as far as I can tell",neutral
"You know what, I'm just checking in my family as far as I can tell from my perspective",neutral
"Actually, To be honest, I'm so frustrated with my day??",angry
"To be honest, I'm so frustrated with my day?? in my opinion",angry
"To be honest, I'm so frustrated with my day??!",angry
"Listen, I'm so frustrated with my job?",angry
"You know what, I'm just checking in school... I think",neutral
"Actually, Actually, I'm nervous about my friends if you ask me?!",anxious
"Actually, I'm nervous about my friends if you ask me?! you know?",anxious
"Actually, I'm nervous about my friends if you ask me?!...",anxious
"Maybe Hmm, I'm so frustrated with my family wouldn't you say?",angry
"Hmm, I'm so frustrated with my family wouldn't you say? in my opinion",angry
"Honestly, Look, I'm nervous about my relationship I suppose.",anxious
"Look, I'm nervous about my relationship I suppose. I think",anxious
"I mean, I can't stop thinking about my future?!",anxious
"I believe I'm so excited about my future right?,",happy
"I'm so excited about my future right?, don't you think?",happy
"I'm so excited about my future right?,!",happy
I believe I'm so excited about my relationship I think,happy
"Actually, I'm really upset about my relationship",sad
I'm really upset about my relationship?!,sad
I think I'm feeling down my relationship really,sad
I'm feeling down my relationship really!!,sad
"You know, I'm feeling down my day?!",sad
"In my experience, I'm nervous about my job I suppose",anxious
I'm nervous about my job I suppose from my perspective,anxious
"Actually, So, Can we discuss my day actually",neutral
"So, Can we discuss my day actually!",neutral
"Actually, I'm really upset about my future,",sad
"I'm really upset about my future, you know?",sad
"Actually, Well, I'm feeling great today! school it seems...!",happy
"Well, I'm feeling great today! school it seems...! you know?",happy
"Hmm, I can't stop thinking about my friends in my opinion",anxious
"Hmm, I can't stop thinking about my friends?!",anxious
I'm really worried about work if you ask me! you know?,anxious
I'm really worried about work if you ask me!!!,anxious
"Actually, I'm so excited about my job I suppose ",happy
I'm so excited about my job I suppose !,happy
I can't stop thinking about my family very right?,anxious
I'm so frustrated with my friends?!,angry
Maybe This makes me really mad my day ,angry
This makes me really mad my day  in my opinion,angry
This makes me really mad my day ...,angry
Can we discuss my past quite...,neutral
I can't stop crying my relationship if you ask me?! from my perspective,sad
Maybe I wanted to talk about my relationship I believe,neutral
I think I'm so frustrated with my day from my perspective,angry
I'm so frustrated with my day from my perspective don't you think?,angry
"Maybe I mean, Everything is going well my friends I think",happy
"I mean, Everything is going well my friends I think don't you think?",happy
"I mean, Everything is going well my friends I think!",happy
"Listen, I can't stop crying my health I suppose",sad
"I'm just checking in my future in my opinion, I think",neutral
"Everything is going well my day actually,...?",happy
"I believe Hey, I'm nervous about my day I think",anxious
"Hey, I'm nervous about my day I think right?",anxious
"Hey, I'm nervous about my day I think!",anxious
"In my experience, So, I'm really upset about my job...",sad
"So, I'm really upset about my job...!",sad
